cohort,anon_id,Post,Pre,ILA,CAP,FAC,took_FAC
1819,S6e1374d6,84.5,89.5,95,93,NA,No FAC
1819,S275dfefc,77,58.13,98,100,NA,No FAC
1819,S86cf68e3,63.75,80.75,62,64,NA,No FAC
1819,S6c94147e,93,92.75,56,76,78,FAC
1819,S8cf0572b,100,97,90,90,NA,No FAC
1819,Sbd80b50c,78.5,89.5,83,83,NA,No FAC
1819,Sef892c16,89,92,89,90,NA,No FAC
1819,Sf4c84eb1,87,92,84,75,NA,No FAC
1819,S1b68e3d4,71,58.5,82,71,NA,No FAC
1819,S65cbe81c,76.5,78.25,77,74,NA,No FAC
1819,S3da6c4c4,82,69.38,71,72,NA,No FAC
1819,Sa72a172f,82.5,80.75,78,77,NA,No FAC
1819,S5dac856c,93.38,83.38,96,88,NA,No FAC
1819,Sc6426351,78.75,NA,87,61,NA,No FAC
1819,Sc9b73fa2,62.25,74.13,80,54,NA,No FAC
1819,Sc37b80eb,29.13,NA,72,48,NA,No FAC
1819,S3c3ba7ad,93.88,85,83,55,NA,No FAC
1819,Sd976b3c8,62.63,NA,65,44,NA,No FAC
1819,S8ff9e573,73.88,70.88,91,75,NA,No FAC
1819,S48c4cd49,93.25,87,77,82,NA,No FAC
1819,S43be7090,54,53.25,74,58,NA,No FAC
1819,S6c15f1e3,75.75,81.25,66,49,60,FAC
1819,Sc3e5c2c8,84.5,77,91,66,72,FAC
1819,Sf6882079,76.5,82,86,85,NA,No FAC
1819,S84dd62b3,83.25,80.25,83,76,NA,No FAC
1819,S1899161a,94,84,89,74,NA,No FAC
1819,S391036d4,90,98.13,96,89,NA,No FAC
1819,S265b0c58,73.75,NA,69,60,NA,No FAC
1819,S7f75f85d,95,89.38,87,79,NA,No FAC
1819,S80ed1538,92,85,85,74,NA,No FAC
1819,S85ae9183,93,80.88,95,73,NA,No FAC
1819,S2f1e0cd5,72.63,67,83,58,NA,No FAC
1819,Sfce07e82,81.5,59.25,78,63,58,FAC
1819,S2cf8e900,92.5,82.5,91,91,NA,No FAC
1819,S5c7ee36a,80.25,80.25,86,69,NA,No FAC
1819,S8409beb7,60.13,86.25,83,69,NA,No FAC
1819,S7352a8e9,99.38,95,95,85,NA,No FAC
1819,Sb94942c5,88.25,80.13,86,83,NA,No FAC
1819,S94a92641,91.38,80.25,78,71,NA,No FAC
1819,S13abceaa,81.5,86.88,77,58,NA,No FAC
1819,Sda001215,87,NA,78,62,100,FAC
1819,S93814207,87,87,91,90,NA,No FAC
1819,S98389025,86,92,93,82,NA,No FAC
1819,S3da62f86,79.5,87.63,84,80,70,FAC
1819,Sb152ed3e,90.13,87.88,82,61,NA,No FAC
1819,Sacb6f8ab,67.75,87,84,48,NA,No FAC
1819,S472b33af,83.75,70.25,76,70,NA,No FAC
1819,S90a94720,90,85,88,84,NA,No FAC
1819,S6ccbc2e8,79.5,84.5,82,77,NA,No FAC
1819,Sa43bfc2c,71.5,80.25,85,61,NA,No FAC
1819,Sfe327949,85,NA,85,72,NA,No FAC
1819,S0c50d6d9,74.5,68.25,85,80,NA,No FAC
1819,S72926a69,86,NA,NA,26,68,FAC
1819,S785b736f,53.5,51,51,19,NA,No FAC
1819,S380b4ec5,59.5,0,40,16,56,FAC
1819,S12d15bb7,93.38,78.88,87,69,NA,No FAC
1819,S7c8a8307,56,22.5,59,55,NA,No FAC
1819,S562981c6,87,75.25,87,58,NA,No FAC
1819,S2cf5a610,89.5,84.38,86,55,NA,No FAC
1819,S2f1baa9a,78.25,69,73,62,NA,No FAC
1819,S4ea1ff46,89.5,82,99,88,NA,No FAC
1819,S6acd531d,69,83,59,0,NA,No FAC
1819,S08698fd9,71.38,58.5,86,73,NA,No FAC
1819,S249d314e,87,93.75,91,66,NA,No FAC
1819,Sd04a3a15,74,76.5,92,72,NA,No FAC
1819,S8c58faca,100,85.75,96,86,NA,No FAC
1819,S483c619d,90.75,82.63,83,67,NA,No FAC
1819,S5295023a,85.75,36.25,68,41,NA,No FAC
1819,S8f48a3bc,80.13,62.5,73,54,57,FAC
1819,Sa2c799a7,82,83.75,78,63,NA,No FAC
1819,S97ad45ea,94,94.5,95,88,71,FAC
1819,S9029a570,13.75,64,76,77,59,FAC
1819,Sda213b89,52,67.75,73,50,NA,No FAC
1819,S88e793e9,93.5,89,91,79,NA,No FAC
1819,S23673882,85.75,NA,84,82,77,FAC
1819,S8e7a2669,75.25,53.13,96,88,99,FAC
1819,Safa6a1dd,100,97,96,84,NA,No FAC
1819,S08e521da,75.75,NA,84,68,NA,No FAC
1819,S78c48339,92,NA,77,76,NA,No FAC
1819,S80aab1ae,97,81.38,84,63,NA,No FAC
1819,S9f26785c,41.5,NA,NA,54,NA,No FAC
1819,Sa6dc3ee3,85,93.75,98,83,NA,No FAC
1819,Sc9b15ce7,95,90,100,81,NA,No FAC
1819,Sd9ffcaab,69,81.5,68,60,NA,No FAC
1819,S9c34b999,64.5,29.5,60,63,75,FAC
1819,S23ca468d,84.13,NA,NA,72,NA,No FAC
1819,S14e8cb12,84.5,71.5,74,43,70,FAC
1819,S3a1d7bf4,75.75,73.13,77,70,NA,No FAC
1819,Sed4f3a5b,64.88,87.88,87,NA,NA,No FAC
1819,S973e48d9,32.5,45,78,71,NA,No FAC
1819,See75b42f,86.25,72,87,71,NA,No FAC
1819,Sc32a18f0,88.75,66.63,76,67,NA,No FAC
1819,S51ecd7a0,13.13,0,0,0,NA,No FAC
1819,S1e21d69a,69.5,48.5,73,41,NA,No FAC
1819,Sa1413557,97,92,95,77,NA,No FAC
1819,S729b1e96,80.25,78.38,88,83,NA,No FAC
1819,Secca0069,78.25,80.13,74,69,NA,No FAC
1819,S1289c67c,95.75,87,66,50,NA,No FAC
1819,S4c499f8b,82.25,60,66,50,NA,No FAC
1819,Sa419c271,90,77,97,83,NA,No FAC
1819,S68470904,92.75,85,87,72,NA,No FAC
1819,S17b66dd8,89.75,NA,65,77,NA,No FAC
1819,S9469b539,73.13,38.75,80,57,75,FAC
1819,S621f459b,36.5,NA,68,48,NA,No FAC
1819,S1e187018,97,82.88,78,84,NA,No FAC
1819,S8cee69bb,96.25,88.88,87,63,NA,No FAC
1819,S22c94c9c,57.63,73.5,78,55,NA,No FAC
1819,Sd5228523,87.5,87.88,87,89,NA,No FAC
1819,S601c4934,85.13,82,79,63,NA,No FAC
1819,Sd888735b,85,94,92,87,NA,No FAC
1819,S60367574,92,92,93,94,NA,No FAC
1819,Se01e616a,95,94.38,83,80,NA,No FAC
1819,S68ac1449,100,93.75,95,88,NA,No FAC
1819,Sa61324c2,70,38.75,87,60,NA,No FAC
1819,S2aa8f549,55.88,74.75,56,35,NA,No FAC
1819,S0038e0ff,89.5,100,86,85,NA,No FAC
1819,S5aec7c57,68.5,77,82,64,NA,No FAC
1819,S387ed1b2,22,28.25,0,0,NA,No FAC
1819,S6c2b33e9,63.75,NA,NA,49,NA,No FAC
1819,Sad3fd4be,57.13,48.25,69,53,NA,No FAC
1819,S960847d5,74.5,68.63,79,56,NA,No FAC
1819,S8a43bf70,51.75,63.75,83,72,NA,No FAC
1819,Sda40c0d9,64.5,51.5,52,62,61,FAC
1819,Sc8414c1a,79,27.13,82,70,56,FAC
1819,S0f5d2e41,87.75,73,62,70,NA,No FAC
1819,S9e835138,80.75,67.13,74,64,NA,No FAC
1819,S4ae43ce1,91,86.25,92,80,NA,No FAC
1819,S5ee00b11,49.5,NA,NA,45,NA,No FAC
1819,S902cc326,100,95,94,87,NA,No FAC
1819,Sd74c15d4,83.13,72,97,86,NA,No FAC
1819,S6d8109b9,86,67.75,76,62,66,FAC
1819,S2d7c6147,63.25,65.5,82,72,NA,No FAC
1819,S3b8753c0,63.13,86.25,89,69,NA,No FAC
1819,S5ab768be,79,55.38,55,51,48,FAC
1819,Sff931aed,88,97.5,77,74,NA,No FAC
1819,S10e4bc54,85.25,62,84,57,79,FAC
1819,S3872996f,27.63,33.13,54,0,NA,No FAC
1819,Sea8946fb,92.5,95,89,86,NA,No FAC
1819,S1c316f22,87,83.75,98,83,NA,No FAC
1819,Sb3c56368,80,62.5,60,45,82,FAC
1819,Se5926113,87,64.25,73,49,NA,No FAC
1819,S3ece132f,88.13,65.13,77,78,99,FAC
1819,Sfa9c3940,81.25,97.5,91,73,NA,No FAC
1819,S2a85424d,55.88,57.25,77,60,NA,No FAC
1819,S3d9513aa,87.75,88.38,94,88,NA,No FAC
1819,S20de7e60,91.25,78.25,90,74,NA,No FAC
1819,S226df75a,86,88.88,93,90,NA,No FAC
1819,Sc98b10ba,80.75,74.5,84,75,NA,No FAC
1819,S14c96a31,81.5,74,74,67,75,FAC
1819,S506ab2f5,69.75,NA,75,76,NA,No FAC
1819,S1e398fc1,86.13,82,90,73,NA,No FAC
1819,S42f0affb,64.13,35.38,60,0,55,FAC
1819,S765128db,78.5,80.25,87,54,NA,No FAC
1819,Sf60da47f,90,84.38,89,83,NA,No FAC
1819,S3af3754e,89,100,94,85,NA,No FAC
1819,S80e66319,89,88.13,82,66,NA,No FAC
1819,Se219e392,99.38,76.5,92,81,NA,No FAC
1819,S416e5a50,74,NA,NA,72,NA,No FAC
1819,S8c680762,61.38,83.25,69,NA,NA,No FAC
1819,S2106ca6e,90,66.38,55,57,NA,No FAC
1819,S166584ac,100,84.5,89,83,NA,No FAC
1819,S247db160,80,51.25,70,68,NA,No FAC
1819,S6e93e327,90,NA,95,75,NA,No FAC
1819,Sb6547747,75.38,80.13,83,73,NA,No FAC
1819,S552a6929,77,52.5,86,85,71,FAC
1819,S99436108,74.63,56.88,72,63,NA,No FAC
1819,Sbb658e11,80.75,NA,82,77,NA,No FAC
1819,S2ee8e500,68.38,90,78,50,NA,No FAC
1819,Secf1e2bd,67.75,NA,NA,0,NA,No FAC
1819,Se89b67f0,63.13,NA,74,57,NA,No FAC
1819,S79fa656a,77.5,81.88,87,68,86,FAC
1819,S3ce0ac0a,82,90.88,87,81,NA,No FAC
1819,S9b104347,83.5,100,80,86,NA,No FAC
1819,S9649da72,81,67.75,83,68,NA,No FAC
1819,Sf0f3721c,80.5,51,74,64,NA,No FAC
1819,S63b2aa75,76.25,87.5,77,59,NA,No FAC
1819,S4473e4f2,72.5,90.75,87,57,NA,No FAC
1819,S94cbf7d7,50.5,51.63,70,56,NA,No FAC
1819,Sad881ef8,96.38,87.5,80,78,NA,No FAC
1819,S14cf785b,65.25,88,66,58,NA,No FAC
1819,Sb2ebde7d,56.13,69.38,5,20,NA,No FAC
1819,S75851dad,78.38,97,70,69,NA,No FAC
1819,Sfa0f1f28,78,77.5,88,73,NA,No FAC
1819,S97079bfa,62.5,68.88,NA,48,NA,No FAC
1819,Se2bb6165,58.75,50.75,79,65,NA,No FAC
1819,Scfbbae94,84.38,84.5,71,71,NA,No FAC
1819,S67a09602,74,72,72,70,NA,No FAC
1819,S007d4239,92,79.63,95,82,NA,No FAC
1819,Sc790497f,92,71,100,83,NA,No FAC
1819,S47894c46,72.25,68.5,NA,77,77,FAC
1819,Sf03aba4e,92.75,97,96,78,NA,No FAC
1819,Sb5d11ebd,75.75,NA,NA,70,NA,No FAC
1819,S1803312c,75,NA,NA,62,NA,No FAC
1819,Scfdef0c8,66.25,NA,NA,74,NA,No FAC
1819,S733c31a2,51.25,85.13,87,77,NA,No FAC
1819,Sbff18245,88.75,91.88,87,77,NA,No FAC
1819,S349b4ad4,95,88.25,91,77,NA,No FAC
1819,Sdfe714e1,100,NA,NA,72,NA,No FAC
1819,Sc46d6a8f,97,74.5,94,78,NA,No FAC
1819,S092b4695,85.88,59.5,74,64,NA,No FAC
1819,S902f062c,66.5,52.25,85,64,NA,No FAC
1819,S25cfa344,51.25,65.75,71,57,NA,No FAC
1819,S05ec7d4d,84.5,80.5,63,69,70,FAC
1819,S15f07287,64.5,NA,NA,44,NA,No FAC
1819,S03e611dd,95,83.25,89,77,NA,No FAC
1819,S104175fe,97,88.88,94,86,NA,No FAC
1819,Sa599c0ef,64,69.5,74,70,NA,No FAC
1819,S21452438,89.5,80.75,84,77,NA,No FAC
1819,Se90a671f,95,90,92,73,NA,No FAC
1819,Scee0b732,100,100,96,85,NA,No FAC
1819,Sa9371426,90,NA,NA,61,NA,No FAC
1819,Sdcda4ba5,28.25,NA,59,51,NA,No FAC
1819,Se689c6fb,95,97,93,90,NA,No FAC
1819,S8e8a2b44,81.5,74.5,63,59,70,FAC
1819,S92854bed,65.75,NA,NA,40,NA,No FAC
1819,S2a0928d9,48.38,86.5,79,48,NA,No FAC
1819,S0f380132,84.5,80,87,67,86,FAC
1819,S3bc2f106,79.5,37.5,85,71,NA,No FAC
1819,S0dbed3ef,100,97,97,88,NA,No FAC
1819,S52b5116c,60.5,66,54,50,NA,No FAC
1819,S672fa3f1,34,NA,NA,21,NA,No FAC
1819,Sec2a1ea4,97,97,92,87,NA,No FAC
1819,S41948575,48.38,43.5,57,38,NA,No FAC
1819,S07dceaa4,95.13,67,77,76,NA,No FAC
1819,Sda42c207,84.5,89,87,66,67,FAC
1819,S69768d4c,85.75,92.5,90,71,NA,No FAC
1819,Sd0f587ef,47.5,22,68,50,69,FAC
1819,S14bff4db,72.13,49.75,70,63,NA,No FAC
1819,Sbe1c180d,92.5,90.75,87,55,NA,No FAC
1819,Sd82d7ae8,92,85,94,87,NA,No FAC
1819,S8936cdfb,93.38,32.63,NA,75,NA,No FAC
1819,S8960f171,51.38,61.5,70,NA,NA,No FAC
1819,S539c84d9,87,78.88,93,83,NA,No FAC
1819,S0ad204fe,5,NA,21,21,54,FAC
1819,Sf37bce9b,95,63.25,95,65,70,FAC
1819,Sd49742b9,10,65.5,70,62,NA,No FAC
1819,S1cf5e860,92,88.13,94,84,NA,No FAC
1819,Sf2824555,77,82.75,85,75,NA,No FAC
1819,Saf991535,13.75,58,71,57,NA,No FAC
1819,Seea12a2d,71,NA,NA,51,69,FAC
1819,S6a84b906,68.5,70.5,82,62,NA,No FAC
1819,S8e361f9c,73.75,83.88,83,54,NA,No FAC
1819,Se0e88333,84.5,49.63,72,60,57,FAC
1819,Sc73ef6f4,54.75,48.5,70,64,74,FAC
1819,Sb4d2a59a,97,72.5,85,72,NA,No FAC
1819,S6fbb6703,92.63,85.13,87,80,NA,No FAC
1819,Sbf1765a0,87,51.25,83,82,NA,No FAC
1819,S66a1b118,73.75,67.88,85,78,NA,No FAC
1819,Sb691dc93,60.25,NA,73,67,85,FAC
1819,S412e5ed9,85,57.5,56,23,NA,No FAC
1819,S5ef1bcd8,97,80.13,85,69,NA,No FAC
1819,S9058b450,58,NA,NA,38,NA,No FAC
1819,S9ffe593d,85,80,95,81,NA,No FAC
1819,S458c08f7,88.5,81.25,85,65,NA,No FAC
1819,S5ab11da7,93.75,62.75,80,71,87,FAC
1819,S082098dc,78.25,78.88,69,55,NA,No FAC
1819,S0da101f0,56.38,58.88,82,64,NA,No FAC
1819,Sc9b12946,80.75,83.25,80,74,NA,No FAC
1819,S7333e601,83.25,59.5,92,72,NA,No FAC
1819,Sc6754fc9,92,89.5,92,89,NA,No FAC
1819,S41e75692,82.75,78.38,80,73,NA,No FAC
1819,Scdfd71d2,95,90,80,71,NA,No FAC
1819,S791c69cd,79,63.75,96,80,NA,No FAC
1819,Saac2e38e,68.75,65.25,71,63,NA,No FAC
1819,S1a57b7f2,100,97,99,97,NA,No FAC
1819,S8345bae9,92.5,94,96,85,NA,No FAC
1819,S8db359b3,68.13,41.25,73,57,57,FAC
1819,Sbfc85166,88.25,62.75,81,83,87,FAC
1819,Sd21184a4,68.75,71.75,66,60,67,FAC
1819,S12a7b472,90,78.5,89,60,NA,No FAC
1819,S52fe3d3e,71.5,81,95,74,NA,No FAC
1819,S96f41479,75.75,67,84,65,NA,No FAC
1819,S34ec13ea,84,94,85,69,NA,No FAC
1819,S5b213550,72,NA,NA,65,NA,No FAC
1819,Sd7798e2a,100,100,90,66,NA,No FAC
1819,S4cff27a1,97,75.38,93,78,NA,No FAC
1819,S1ec0e04f,84.38,54.25,85,75,NA,No FAC
1819,S6e5f8d3a,79.25,58.63,91,80,87,FAC
1819,S1424fbf5,68.75,NA,75,60,NA,No FAC
1819,Sb66905e6,48.5,36.5,56,51,NA,No FAC
1819,S04ef5c07,73,80.13,89,65,NA,No FAC
1819,Sea03d547,63.38,63.5,60,0,NA,No FAC
1819,Sff57e80e,88.13,59.5,68,70,NA,No FAC
1819,Sabc8070d,97,NA,76,73,NA,No FAC
1819,Sb1e190a6,77.5,89.5,65,66,NA,No FAC
1819,S2120bef3,78.75,70.25,65,62,NA,No FAC
1819,S43e7b0e2,79.5,NA,NA,94,NA,No FAC
1819,Sbdf7b2c8,88.25,73.25,87,50,NA,No FAC
1819,Se2d159ac,67.5,20.25,63,53,81,FAC
1819,S89bc2f68,96.38,89.5,95,78,NA,No FAC
1819,S4b885568,100,NA,NA,90,NA,No FAC
1819,S26bda31b,85.75,NA,NA,89,NA,No FAC
1819,Sf761cdf6,90,NA,NA,88,NA,No FAC
1819,Sc8fd45c5,62.75,66.5,77,0,NA,No FAC
1819,S5f690c5f,87.5,66,81,56,NA,No FAC
1819,S5ea68311,94.38,82.5,88,80,NA,No FAC
1819,Sdc626b47,71.5,85.25,82,73,NA,No FAC
1819,S43f5c221,88.13,88.88,78,57,NA,No FAC
1819,S26201dbb,80.13,74.75,85,76,NA,No FAC
1819,Sa144e6b9,87.5,66.5,71,64,NA,No FAC
1819,Sfb5cff4e,100,83,98,91,NA,No FAC
1819,S65e93d03,76.38,83.25,80,83,NA,No FAC
1819,Sd0fe278b,79,81.38,88,76,NA,No FAC
1819,Scdef997c,76.25,30,81,57,86,FAC
1819,S340e558d,80.63,47.75,76,73,NA,No FAC
1819,S836209a0,95,75.88,96,81,100,FAC
1819,Sc98d02d0,57.25,NA,72,58,NA,No FAC
1819,S152ef434,81.13,60.38,64,40,NA,No FAC
1819,S787aceb0,100,97,94,60,100,FAC
1819,S0a23f78e,40.75,25,71,39,NA,No FAC
1819,S72e9cabc,78.5,75.75,78,76,NA,No FAC
1819,S19de1ae4,72.38,NA,73,64,NA,No FAC
1819,S1d738d35,50.75,55.25,77,49,74,FAC
1819,Sd4623f9e,90.75,85.25,86,67,NA,No FAC
1819,Sd2fc60c1,100,97,94,82,NA,No FAC
1819,S0869a482,95,75.75,100,95,NA,No FAC
1819,S1c90ec48,90,89.38,97,84,NA,No FAC
1819,S72344d92,80.75,76.25,72,54,NA,No FAC
1819,Sffe64583,79.63,80.38,88,69,NA,No FAC
1819,S6fd65c31,81.38,NA,66,69,55,FAC
1819,Sa5e4e83d,88.25,72.75,80,57,NA,No FAC
1819,S2d06b3fe,95,83.75,93,86,NA,No FAC
1819,S5d9c78c4,94.38,58,75,72,NA,No FAC
1819,S5999e110,92,85.63,98,97,NA,No FAC
1819,S2ad80c68,72.5,48.38,65,47,66,FAC
1819,S49bf49c5,65,NA,NA,69,NA,No FAC
1819,S58e9661c,73,NA,46,31,NA,No FAC
1819,S6225e60a,97,87.5,100,97,NA,No FAC
1819,Sc8be80c8,60.38,35,70,0,NA,No FAC
1819,S9bafe8e1,49.63,NA,NA,0,NA,No FAC
1819,Sc8f27924,89.38,81.5,73,56,NA,No FAC
1819,Sd9a10dac,80,43.5,75,71,62,FAC
1819,S43c37319,70.75,57.75,74,0,NA,No FAC
1819,Scd69d870,19.5,NA,NA,53,NA,No FAC
1819,Sd31a3910,73.38,44.5,74,52,75,FAC
1819,Se673ba3a,83.25,69.63,89,75,79,FAC
1819,S378b4d58,84,60.25,55,51,61,FAC
1819,S2f67db7f,92,93.13,98,94,NA,No FAC
1819,S31013e86,81.25,88.88,83,66,NA,No FAC
1819,S3f87f2b8,50.25,NA,NA,34,NA,No FAC
1819,S954d08ef,94.5,NA,94,72,NA,No FAC
1819,S9dcd87ef,88.13,82.75,81,46,NA,No FAC
1819,S8e3f3117,85,72.5,64,69,NA,No FAC
1819,S30841666,18.75,NA,NA,54,NA,No FAC
1819,S31848787,95,NA,NA,60,NA,No FAC
1819,Sec6b1de0,68.13,59.5,90,61,NA,No FAC
1819,Sdd3aeb5c,65,NA,NA,60,NA,No FAC
1819,Sf459538e,73.25,42.5,89,67,75,FAC
1819,Se0d70adc,87,90.75,76,67,NA,No FAC
1819,Sa4fbf1b7,70.75,59,65,55,NA,No FAC
1819,Sdfa1068c,84,70.25,74,62,NA,No FAC
1819,Sfb04d73d,71.38,NA,NA,76,NA,No FAC
1819,S9111ba0b,76.38,69.75,91,79,NA,No FAC
1819,Sef57df04,100,90,89,77,100,FAC
1819,S82803564,15,NA,NA,70,NA,No FAC
1819,S0134d60f,80.13,90.75,68,53,NA,No FAC
1819,S5d4cee00,75.25,54,61,36,62,FAC
1819,S1711a222,92,95,97,85,NA,No FAC
1819,S74eafd06,76,49.75,73,50,NA,No FAC
1819,Sa0747360,71.25,NA,60,0,NA,No FAC
1819,S59e34286,80,NA,65,46,NA,No FAC
1819,S30f28c02,57.25,82.5,82,67,NA,No FAC
1819,Sb2aad9b7,94,94,86,92,NA,No FAC
1819,S321fd463,65.25,71,57,23,NA,No FAC
1819,S8c7f8177,25,NA,NA,0,NA,No FAC
1819,S5d3e3a2a,66.63,72.75,70,43,NA,No FAC
1819,S6bacd660,62.75,45.25,74,63,NA,No FAC
1819,S55e474c5,70.75,62.75,73,70,NA,No FAC
1819,Sc715263b,87,90.75,71,51,NA,No FAC
1819,Sbc1175fa,70.75,72.75,71,54,NA,No FAC
1819,S557e7c26,92,92,80,75,NA,No FAC
1819,S84fa8f00,59.5,54.25,20,17,NA,No FAC
1819,S203e76f1,65,87.75,83,49,NA,No FAC
1819,S65ea7438,77,77,96,74,NA,No FAC
1819,S15dec41e,59.13,55.25,76,75,NA,No FAC
1819,S374f25d6,100,88.13,90,76,80,FAC
1819,S8eb63dd5,87,49.38,77,63,NA,No FAC
1819,S686f86ac,87,100,96,93,NA,No FAC
1819,S86c3203e,65.5,70.25,60,63,NA,No FAC
1819,S655934a7,64.25,NA,NA,8,NA,No FAC
1819,Sbec39973,75,90,82,65,NA,No FAC
1819,S85b36e97,76,49.25,63,NA,NA,No FAC
1819,S69f768d1,82,58.5,76,73,77,FAC
1819,Sc0d5fd49,95.75,85.13,65,60,NA,No FAC
1819,S424ac1ef,72,60.5,70,70,NA,No FAC
1819,Sc06ccc3a,92,92,94,89,NA,No FAC
1819,S37001930,95,88.25,98,85,NA,No FAC
1819,S81ab96b4,33.88,NA,NA,53,NA,No FAC
1819,Se76d3a9e,85.75,72,70,72,NA,No FAC
1819,S91fd99ba,74,58.38,65,62,NA,No FAC
1819,Sfcab0c2a,89.5,87.88,68,58,NA,No FAC
1819,S9aa07c68,80.25,85.75,61,56,NA,No FAC
1819,S02167481,91.25,57.5,70,58,77,FAC
1819,S0a8ef8ae,44,75.13,47,53,NA,No FAC
1819,Sab3ba859,83.25,81.5,76,62,NA,No FAC
1819,Saf47263e,91.38,87.13,89,68,NA,No FAC
1819,S45b0e378,51.25,NA,73,65,NA,No FAC
1819,Sa787dc98,48.25,45.75,19,35,56,FAC
1819,Se05d8f3c,85.75,66.38,77,61,67,FAC
1819,S87224713,73.25,62.25,71,51,NA,No FAC
1819,Sb9f3078a,90,89,93,85,NA,No FAC
1819,Sfe55bb28,73.5,37.5,66,51,65,FAC
1819,Sfef7f9c6,70.25,50,64,49,NA,No FAC
1819,S0a64c975,85.13,71.25,85,60,67,FAC
1819,Sbca7cdd0,85,90,96,81,NA,No FAC
1819,Sf513b384,90,55.75,90,60,NA,No FAC
1819,S32e60adb,63.5,87.5,95,78,NA,No FAC
1819,S9394694b,75,61.5,77,48,NA,No FAC
1819,S4149e919,93.75,69.63,83,70,NA,No FAC
1819,S4fe231c7,55.38,NA,81,52,NA,No FAC
1819,Sc4607b65,74.5,NA,79,58,NA,No FAC
1819,Sdc424516,63.75,NA,75,47,NA,No FAC
1819,S2067faab,88.25,85.13,92,41,NA,No FAC
1819,Sda97872d,29.5,NA,0,0,NA,No FAC
1819,Sba5d7a28,77,61,88,75,NA,No FAC
1819,S0371562e,87,NA,88,71,NA,No FAC
1819,S2035d695,32.5,NA,0,6,45,FAC
1819,Sca598690,51.25,NA,NA,0,NA,No FAC
1819,Sc777caaa,90.75,86.25,65,61,NA,No FAC
1819,S392df1cd,79.75,83.75,99,81,NA,No FAC
1819,S3993a0b8,60.25,NA,NA,48,NA,No FAC
1819,S029945fc,81.5,80,94,78,NA,No FAC
1819,S3b928d7f,100,84.5,89,60,NA,No FAC
1819,Sfbb5baa9,97,89.38,86,77,99,FAC
1819,S049c59a5,65.63,71.25,67,56,NA,No FAC
1819,S3c854360,83.75,87.13,80,76,87,FAC
1819,S197fc774,60.75,94.75,76,69,NA,No FAC
1819,S926f2042,61.88,NA,NA,57,NA,No FAC
1819,S7f4c2b7e,70.75,NA,44,0,NA,No FAC
1819,Seb83493a,81.25,NA,51,57,70,FAC
1819,S49940367,95,95.75,99,87,NA,No FAC
1819,S8452bc02,70,83.25,82,62,NA,No FAC
1819,S484aff77,55.63,50.75,62,50,NA,No FAC
1819,Sf234c078,60,NA,NA,56,NA,No FAC
1819,Sea2ed7fb,78.75,NA,NA,57,NA,No FAC
1819,S5a604839,84,80,72,67,67,FAC
1819,S75505887,87.75,79,78,61,NA,No FAC
1819,S52136ce3,83.13,79.5,72,69,NA,No FAC
1819,S0587f7f1,93.38,90,87,81,NA,No FAC
1819,Sbc917ce8,90.75,90.63,88,74,NA,No FAC
1819,S2333ed94,76.75,NA,60,65,NA,No FAC
1819,Sa3136574,73,82,61,53,NA,No FAC
1819,Sd53a69c0,95.75,90.13,90,62,79,FAC
1819,S9750a433,74.75,76.63,NA,56,NA,No FAC
1819,Sc6fc197f,69.25,NA,NA,58,NA,No FAC
1819,S8ff90e31,90,80.75,67,63,NA,No FAC
1819,S02013a60,71.25,77.63,77,50,70,FAC
1819,Sf77a682e,67.13,62.38,74,53,NA,No FAC
1819,S4ce49425,82.5,61.75,84,74,NA,No FAC
1819,Sd0225a76,71.5,58.5,69,45,65,FAC
1819,S48f71a27,72.5,71.5,91,50,NA,No FAC
1819,S9c965893,73.75,NA,72,49,NA,No FAC
1819,S45c3ae7c,83,92.5,74,63,NA,No FAC
1819,S1bf0ed67,15,90,68,65,NA,No FAC
1819,S8a7c7e39,80.25,90.13,74,49,60,FAC
1819,S1e350705,39.5,NA,NA,0,NA,No FAC
1819,Sb1b0848c,92.88,69,86,65,NA,No FAC
1819,Sa453770d,87.5,79.88,71,50,NA,No FAC
1819,Sf6aa6f0b,79.38,NA,NA,53,NA,No FAC
1819,S5e154fbf,60.25,47,57,57,NA,No FAC
1819,S5008a37a,60.88,74.5,64,55,NA,No FAC
1819,Se4545e35,0,NA,19,51,NA,No FAC
1819,S9340ebb5,81.25,79.25,85,74,NA,No FAC
1819,S82e17f02,47.5,NA,0,0,NA,No FAC
1819,Sd1006b29,59.5,NA,NA,41,NA,No FAC
1819,S0fb126ab,77.75,62.63,65,58,NA,No FAC
1819,Sa0b54431,92,80.13,89,75,NA,No FAC
1819,S0b77653c,88.13,72.63,68,67,62,FAC
1819,S5542094a,87.88,78.75,89,90,NA,No FAC
1819,Sf66c9f36,67.88,59.25,73,63,NA,No FAC
1819,S2896a492,65.75,34.5,89,73,NA,No FAC
1819,Sa1c79b97,61.25,52.75,66,0,NA,No FAC
1819,Sc4465102,33.5,69,50,52,NA,No FAC
1819,Sd3e7d8c9,85.13,91.25,83,0,NA,No FAC
1819,Sc7f461c1,81.25,81,71,47,NA,No FAC
1819,S24d257dc,78,80,91,70,NA,No FAC
1819,S0b370248,86.5,77.5,83,71,NA,No FAC
1819,S41f5cb9d,65.63,73.75,94,70,NA,No FAC
1819,S43ab8d99,72,47.13,73,67,NA,No FAC
1819,Sb41e0b9e,72,75,71,25,NA,No FAC
