AnonID,course_year_code,course_mode_of_study,course_code_title
Sc8fd45c5,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S8ff9e573,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S8ff9e573,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S765128db,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S765128db,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S80ed1538,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S80ed1538,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sca78233d,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sca78233d,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sca78233d,2019/0,CA Classes & Assessment excl. centrally arranged exam,MATH07003 / Fundamentals of Algebra and Calculus
S68ac1449,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S68ac1449,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S9b104347,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S9b104347,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S0587f7f1,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S0587f7f1,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S8e361f9c,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S8e361f9c,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S3d9513aa,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S3d9513aa,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S17244c7d,2019/0,CA Classes & Assessment excl. centrally arranged exam,MATH07003 / Fundamentals of Algebra and Calculus
S17244c7d,2019/0,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S17244c7d,2019/0,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S21452438,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S21452438,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S97b82600,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S97b82600,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sd82d7ae8,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sd82d7ae8,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S30f28c02,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S30f28c02,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sf5b144d2,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sf5b144d2,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sd21184a4,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sd21184a4,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sd21184a4,2018/9,CA Classes & Assessment excl. centrally arranged exam,MATH07003 / Fundamentals of Algebra and Calculus
S0371562e,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S0371562e,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sa419c271,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sa419c271,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sd7798e2a,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sd7798e2a,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S52136ce3,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S52136ce3,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S86cf68e3,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S86cf68e3,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S2ea7438b,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S2ea7438b,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S9750a433,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S8345bae9,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S8345bae9,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sa43bfc2c,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sa43bfc2c,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sb0ba4fda,2019/0,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sbec39973,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sbec39973,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S85b36e97,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S4ae43ce1,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S4ae43ce1,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sc06ccc3a,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sc06ccc3a,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sf60da47f,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sf60da47f,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S51b1ec24,2019/0,CA Classes & Assessment excl. centrally arranged exam,MATH07003 / Fundamentals of Algebra and Calculus
S0fb126ab,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S0fb126ab,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sf37bce9b,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sf37bce9b,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sf37bce9b,2018/9,CA Classes & Assessment excl. centrally arranged exam,MATH07003 / Fundamentals of Algebra and Calculus
Sf2824555,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sf2824555,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sa6dc3ee3,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sa6dc3ee3,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S6c15f1e3,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S6c15f1e3,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S6c15f1e3,2018/9,CA Classes & Assessment excl. centrally arranged exam,MATH07003 / Fundamentals of Algebra and Calculus
Sd5228523,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sd5228523,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S557e7c26,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S557e7c26,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S9111ba0b,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S9111ba0b,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S80e66319,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S80e66319,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S0a64c975,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S0a64c975,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S0a64c975,2018/9,CA Classes & Assessment excl. centrally arranged exam,MATH07003 / Fundamentals of Algebra and Calculus
S94e732bf,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Se219e392,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Se219e392,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S3c854360,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S3c854360,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S3c854360,2018/9,CA Classes & Assessment excl. centrally arranged exam,MATH07003 / Fundamentals of Algebra and Calculus
Sad86e5cd,2020/1,CA Classes & Assessment excl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sad86e5cd,2020/1,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S69768d4c,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S69768d4c,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S101614cd,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S101614cd,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sec2a1ea4,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sec2a1ea4,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S5d4cee00,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S5d4cee00,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S5d4cee00,2018/9,CA Classes & Assessment excl. centrally arranged exam,MATH07003 / Fundamentals of Algebra and Calculus
S5d4cee00,2019/0,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S92854bed,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S64f9e576,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S1899161a,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S1899161a,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sbff18245,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sbff18245,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S3af3754e,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S3af3754e,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sf03aba4e,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sf03aba4e,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S97ad45ea,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S97ad45ea,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S97ad45ea,2018/9,CA Classes & Assessment excl. centrally arranged exam,MATH07003 / Fundamentals of Algebra and Calculus
S75505887,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S75505887,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S60367574,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S60367574,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Saff58a2e,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Saff58a2e,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S5c17b9c3,2019/0,C Class Only,MATH08057 / Introduction to Linear Algebra
S5c17b9c3,2019/0,C Class Only,MATH08058 / Calculus and its Applications
S9340ebb5,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S9340ebb5,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sa0b54431,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sa0b54431,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S6e1374d6,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S6e1374d6,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
S8cee69bb,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
S8cee69bb,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sc3e5c2c8,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08057 / Introduction to Linear Algebra
Sc3e5c2c8,2018/9,CE Classes & Assessment incl. centrally arranged exam,MATH08058 / Calculus and its Applications
Sc3e5c2c8,2018/9,CA Classes & Assessment excl. centrally arranged exam,MATH07003 / Fundamentals of Algebra and Calculus
